Feedback ID,Product ID,Return Date,Return Reason,Customer Feedback
1109,134,2023-07-17,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
1110,87,2023-07-27,Not as described,The product I received didn't match the description. It was misleading.
1111,174,2023-05-14,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1112,177,2023-08-03,Defective product,"Unfortunately, I decided I didn't need this product anymore."
1113,47,2023-03-03,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
1114,81,2022-11-30,Not as described,I'm not satisfied with the quality of this product. It's subpar.
1115,141,2023-08-01,Changed my mind,"This product had a defect, and I'm not satisfied with it."
1116,3,2022-10-28,Not as described,"This product had a defect, and I'm not satisfied with it."
1117,173,2023-03-29,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
1118,3,2022-10-29,Wrong item received,The quality of the product is disappointing. It's not worth the price.
1119,18,2023-02-23,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
1120,4,2023-06-21,Wrong item received,I received the wrong item. It's not what I ordered.
1121,106,2023-04-16,Not as described,"Unfortunately, I decided I didn't need this product anymore."
1122,26,2023-03-18,Defective product,I received the wrong item. It's not what I ordered.
1123,135,2022-11-08,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
1124,27,2022-10-24,Poor quality,I expected something different based on the description. Disappointed.
1125,176,2023-07-12,Wrong item received,The quality of the product is disappointing. It's not worth the price.
1126,115,2022-09-20,Not as described,The product I received was defective. It didn't work properly.
1127,90,2023-02-10,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
1128,57,2023-03-20,Defective product,The product I received didn't match the description. It was misleading.
1129,186,2023-06-12,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1130,73,2022-09-17,Defective product,The product I received didn't match the description. It was misleading.
1131,65,2023-02-06,Not as described,I'm not satisfied with the quality of this product. It's subpar.
1132,50,2023-07-20,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1133,9,2022-12-18,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
1134,7,2023-01-15,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
1135,159,2022-11-28,Wrong item received,The product I received didn't match the description. It was misleading.
1136,24,2023-04-01,Changed my mind,The product I received was defective. It didn't work properly.
1137,15,2022-09-19,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
1138,153,2023-07-02,Poor quality,The quality of the product is disappointing. It's not worth the price.
1139,169,2023-05-23,Changed my mind,I received the wrong item. It's not what I ordered.
1140,56,2022-12-22,Poor quality,The product I received didn't match the description. It was misleading.
1141,154,2022-12-12,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
1142,164,2023-07-21,Wrong item received,The product I received was defective. It didn't work properly.
1143,32,2023-01-15,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
1144,182,2023-06-16,Changed my mind,"This product had a defect, and I'm not satisfied with it."
1145,31,2023-05-24,Wrong item received,The product I received didn't match the description. It was misleading.
1146,23,2023-03-29,Not as described,I received the wrong item. It's not what I ordered.
1147,155,2023-03-05,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
1148,34,2023-08-22,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
1149,97,2023-07-28,Defective product,I received the wrong item. It's not what I ordered.
1150,169,2023-06-17,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
1151,196,2023-03-31,Not as described,"Unfortunately, I decided I didn't need this product anymore."
1152,166,2022-09-18,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1153,145,2023-05-04,Not as described,"Unfortunately, I decided I didn't need this product anymore."
1154,48,2023-07-15,Not as described,The quality of the product is disappointing. It's not worth the price.
1155,29,2023-08-02,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
1156,179,2023-02-16,Wrong item received,I received the wrong item. It's not what I ordered.
1157,48,2022-12-10,Changed my mind,I expected something different based on the description. Disappointed.
1158,65,2023-01-10,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
1159,76,2023-07-13,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1160,120,2022-10-22,Wrong item received,The product I received didn't match the description. It was misleading.
1161,170,2022-11-03,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1162,20,2023-01-07,Wrong item received,I received the wrong item. It's not what I ordered.
1163,164,2023-04-27,Defective product,"This product had a defect, and I'm not satisfied with it."
1164,117,2023-06-17,Wrong item received,The product I received didn't match the description. It was misleading.
1165,71,2023-02-16,Changed my mind,The product I received didn't match the description. It was misleading.
1166,197,2023-02-14,Poor quality,"This product had a defect, and I'm not satisfied with it."
1167,110,2022-11-29,Wrong item received,I expected something different based on the description. Disappointed.
1168,178,2023-05-05,Wrong item received,The product I received didn't match the description. It was misleading.
1169,171,2023-05-27,Wrong item received,The product I received was defective. It didn't work properly.
1170,198,2022-10-11,Defective product,I received the wrong item. It's not what I ordered.
1171,198,2022-09-30,Not as described,"Unfortunately, I decided I didn't need this product anymore."
1172,83,2023-06-02,Defective product,The product I received didn't match the description. It was misleading.
1173,66,2022-09-19,Changed my mind,I received the wrong item. It's not what I ordered.
1174,42,2023-03-19,Defective product,I received the wrong item. It's not what I ordered.
1175,200,2022-09-22,Not as described,The product I received was defective. It didn't work properly.
1176,19,2023-09-14,Changed my mind,I received the wrong item. It's not what I ordered.
1177,71,2023-08-08,Not as described,"This product had a defect, and I'm not satisfied with it."
1178,199,2023-04-25,Not as described,"This is not what I ordered, and I'd like to get the correct item."
1179,16,2023-06-05,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
1180,98,2023-08-25,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
1181,100,2022-10-06,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1182,86,2022-09-27,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1183,16,2022-09-19,Not as described,"This is not what I ordered, and I'd like to get the correct item."
1184,67,2023-08-25,Poor quality,"This product had a defect, and I'm not satisfied with it."
1185,68,2023-05-04,Defective product,I expected something different based on the description. Disappointed.
1186,46,2022-11-28,Poor quality,"This product had a defect, and I'm not satisfied with it."
1187,113,2023-03-26,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
1188,18,2023-02-08,Not as described,"This product had a defect, and I'm not satisfied with it."
1189,126,2022-10-27,Wrong item received,I expected something different based on the description. Disappointed.
1190,52,2023-01-28,Defective product,"Unfortunately, I decided I didn't need this product anymore."
1191,157,2023-05-06,Not as described,The product I received didn't match the description. It was misleading.
1192,101,2023-05-12,Wrong item received,I expected something different based on the description. Disappointed.
1193,46,2023-05-09,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1194,166,2022-12-06,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1195,126,2023-05-09,Defective product,The quality of the product is disappointing. It's not worth the price.
1196,28,2022-11-10,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
1197,37,2023-01-18,Defective product,I expected something different based on the description. Disappointed.
1198,139,2023-08-31,Wrong item received,The quality of the product is disappointing. It's not worth the price.
1199,197,2023-04-11,Changed my mind,The product I received was defective. It didn't work properly.
1200,111,2023-06-01,Poor quality,The quality of the product is disappointing. It's not worth the price.
1201,56,2022-12-28,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1202,158,2022-12-08,Changed my mind,The product I received didn't match the description. It was misleading.
1203,165,2022-10-18,Not as described,"This is not what I ordered, and I'd like to get the correct item."
1204,28,2023-07-24,Defective product,"This product had a defect, and I'm not satisfied with it."
1205,114,2023-07-25,Defective product,I expected something different based on the description. Disappointed.
1206,184,2023-01-24,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1207,67,2023-04-06,Wrong item received,The product I received was defective. It didn't work properly.
1208,27,2022-11-29,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
1209,9,2023-03-05,Changed my mind,"This product had a defect, and I'm not satisfied with it."
1210,19,2023-08-04,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
1211,19,2023-08-21,Defective product,"This product had a defect, and I'm not satisfied with it."
1212,147,2023-05-22,Changed my mind,I received the wrong item. It's not what I ordered.
1213,187,2023-03-05,Defective product,"Unfortunately, I decided I didn't need this product anymore."
1214,65,2023-07-21,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
1215,199,2022-10-17,Wrong item received,The product I received was defective. It didn't work properly.
1216,115,2022-10-08,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
1217,5,2023-03-24,Poor quality,I expected something different based on the description. Disappointed.
1218,128,2023-02-02,Not as described,The product I received was defective. It didn't work properly.
1219,39,2023-09-14,Not as described,"This product had a defect, and I'm not satisfied with it."
1220,168,2023-08-14,Defective product,"This is not what I ordered, and I'd like to get the correct item."
1221,164,2023-01-22,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
1222,1,2023-03-12,Changed my mind,I received the wrong item. It's not what I ordered.
1223,10,2023-04-17,Defective product,"Unfortunately, I decided I didn't need this product anymore."
1224,171,2023-08-16,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1225,100,2023-01-24,Poor quality,The product I received was defective. It didn't work properly.
1226,69,2023-06-08,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
1227,39,2023-01-26,Wrong item received,The product I received was defective. It didn't work properly.
1228,180,2023-02-24,Defective product,The quality of the product is disappointing. It's not worth the price.
1229,85,2023-06-21,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1230,101,2022-09-18,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1231,148,2022-12-07,Not as described,I'm not satisfied with the quality of this product. It's subpar.
1232,1,2023-05-24,Not as described,I expected something different based on the description. Disappointed.
1233,132,2023-06-04,Wrong item received,The product I received didn't match the description. It was misleading.
1234,182,2023-09-10,Defective product,"This product had a defect, and I'm not satisfied with it."
1235,198,2023-05-04,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
1236,126,2023-01-23,Not as described,"Unfortunately, I decided I didn't need this product anymore."
1237,123,2023-04-03,Not as described,The product I received was defective. It didn't work properly.
1238,112,2022-10-27,Wrong item received,The product I received was defective. It didn't work properly.
1239,104,2022-10-22,Wrong item received,The quality of the product is disappointing. It's not worth the price.
1240,187,2023-06-09,Changed my mind,The quality of the product is disappointing. It's not worth the price.
1241,200,2022-12-13,Not as described,I received the wrong item. It's not what I ordered.
1242,18,2023-05-15,Defective product,The product I received was defective. It didn't work properly.
1243,139,2023-05-02,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
1244,58,2022-10-16,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
1245,1,2022-09-27,Wrong item received,The product I received didn't match the description. It was misleading.
1246,99,2022-12-15,Changed my mind,I expected something different based on the description. Disappointed.
1247,177,2023-01-08,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1248,200,2022-10-23,Not as described,"This product had a defect, and I'm not satisfied with it."
1249,124,2023-04-18,Changed my mind,The product I received was defective. It didn't work properly.
1250,32,2023-09-08,Defective product,I expected something different based on the description. Disappointed.
1251,146,2023-08-06,Changed my mind,I expected something different based on the description. Disappointed.
1252,138,2023-09-03,Poor quality,I received the wrong item. It's not what I ordered.
1253,92,2023-04-17,Not as described,I received the wrong item. It's not what I ordered.
1254,86,2023-08-19,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
1255,175,2023-06-09,Wrong item received,The product I received didn't match the description. It was misleading.
1256,78,2022-12-04,Wrong item received,"This product had a defect, and I'm not satisfied with it."
1257,103,2023-06-20,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
1258,15,2023-02-20,Changed my mind,I received the wrong item. It's not what I ordered.
1259,162,2022-11-01,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1260,166,2023-05-06,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
1261,24,2023-02-26,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1262,94,2023-01-30,Defective product,I expected something different based on the description. Disappointed.
1263,137,2023-01-17,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
1264,88,2023-01-29,Changed my mind,The product I received was defective. It didn't work properly.
1265,21,2022-09-18,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
1266,118,2023-08-31,Not as described,The quality of the product is disappointing. It's not worth the price.
1267,195,2022-10-31,Wrong item received,I expected something different based on the description. Disappointed.
1268,197,2023-09-11,Wrong item received,I received the wrong item. It's not what I ordered.
1269,75,2023-09-05,Defective product,I received the wrong item. It's not what I ordered.
1270,166,2023-01-29,Defective product,I received the wrong item. It's not what I ordered.
1271,52,2023-08-19,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1272,46,2023-07-02,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1273,142,2023-02-20,Wrong item received,The quality of the product is disappointing. It's not worth the price.
1274,11,2023-05-13,Not as described,I'm not satisfied with the quality of this product. It's subpar.
1275,99,2023-06-05,Not as described,I received the wrong item. It's not what I ordered.
1276,170,2022-09-24,Wrong item received,"This product had a defect, and I'm not satisfied with it."
1277,49,2022-11-26,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1278,77,2023-08-27,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
1279,179,2023-04-26,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1280,100,2022-11-23,Changed my mind,The product I received didn't match the description. It was misleading.
1281,28,2023-01-23,Wrong item received,I received the wrong item. It's not what I ordered.
1282,162,2022-12-28,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1283,177,2023-05-06,Defective product,"This product had a defect, and I'm not satisfied with it."
1284,92,2023-01-17,Wrong item received,"This product had a defect, and I'm not satisfied with it."
1285,125,2023-06-16,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
1286,22,2023-09-06,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
1287,162,2023-01-23,Not as described,I received the wrong item. It's not what I ordered.
1288,113,2023-07-16,Changed my mind,The product I received didn't match the description. It was misleading.
1289,189,2023-08-12,Not as described,I expected something different based on the description. Disappointed.
1290,49,2023-06-13,Poor quality,I received the wrong item. It's not what I ordered.
1291,36,2022-09-14,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1292,10,2023-07-22,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
1293,50,2023-01-14,Poor quality,The product I received was defective. It didn't work properly.
1294,7,2022-12-27,Defective product,"Unfortunately, I decided I didn't need this product anymore."
1295,185,2022-09-15,Poor quality,I received the wrong item. It's not what I ordered.
1296,152,2022-10-26,Defective product,"This is not what I ordered, and I'd like to get the correct item."
1297,62,2022-10-13,Defective product,"This product had a defect, and I'm not satisfied with it."
1298,126,2022-10-05,Poor quality,I received the wrong item. It's not what I ordered.
1299,100,2023-01-22,Defective product,"Unfortunately, I decided I didn't need this product anymore."
1300,17,2022-11-06,Poor quality,The product I received didn't match the description. It was misleading.
1301,139,2022-11-15,Wrong item received,The product I received didn't match the description. It was misleading.
1302,165,2022-12-06,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
1303,79,2023-01-05,Defective product,I expected something different based on the description. Disappointed.
1304,128,2023-04-08,Wrong item received,The quality of the product is disappointing. It's not worth the price.
1305,137,2023-09-12,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1306,116,2022-09-27,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
1307,5,2022-11-16,Changed my mind,The quality of the product is disappointing. It's not worth the price.
1308,10,2023-01-24,Changed my mind,"This product had a defect, and I'm not satisfied with it."
1309,87,2022-09-24,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
1310,15,2023-07-24,Defective product,"This product had a defect, and I'm not satisfied with it."
1311,87,2023-05-08,Poor quality,The product I received was defective. It didn't work properly.
1312,185,2022-11-26,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1313,11,2023-04-27,Defective product,The product I received was defective. It didn't work properly.
1314,104,2023-04-15,Wrong item received,The quality of the product is disappointing. It's not worth the price.
1315,31,2023-01-03,Not as described,I received the wrong item. It's not what I ordered.
1316,55,2023-01-30,Not as described,I received the wrong item. It's not what I ordered.
1317,168,2023-02-26,Wrong item received,The product I received was defective. It didn't work properly.
1318,171,2022-11-03,Defective product,"This is not what I ordered, and I'd like to get the correct item."
1319,134,2023-04-08,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1320,118,2023-06-09,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
1321,174,2023-05-05,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1322,138,2022-10-30,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1323,39,2023-07-07,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
1324,190,2023-07-05,Wrong item received,"This product had a defect, and I'm not satisfied with it."
1325,149,2023-09-02,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1326,60,2022-12-29,Poor quality,"This product had a defect, and I'm not satisfied with it."
1327,19,2023-01-12,Changed my mind,"This product had a defect, and I'm not satisfied with it."
1328,10,2023-05-24,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
1329,189,2023-05-28,Not as described,I expected something different based on the description. Disappointed.
1330,37,2023-08-14,Not as described,The product I received didn't match the description. It was misleading.
1331,126,2023-02-20,Not as described,"This is not what I ordered, and I'd like to get the correct item."
1332,168,2022-10-05,Defective product,"This product had a defect, and I'm not satisfied with it."
1333,5,2023-06-15,Poor quality,The product I received was defective. It didn't work properly.
1334,121,2023-05-22,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
1335,159,2023-04-05,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
1336,12,2023-01-25,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
1337,63,2022-12-02,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
1338,180,2023-06-15,Defective product,I received the wrong item. It's not what I ordered.
1339,167,2023-06-28,Defective product,"This is not what I ordered, and I'd like to get the correct item."
1340,34,2023-05-03,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1341,4,2022-12-31,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
1342,45,2023-07-31,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
1343,162,2022-10-26,Not as described,I expected something different based on the description. Disappointed.
1344,13,2023-01-10,Wrong item received,I expected something different based on the description. Disappointed.
1345,79,2022-10-20,Wrong item received,I expected something different based on the description. Disappointed.
1346,25,2023-06-01,Wrong item received,The product I received was defective. It didn't work properly.
1347,117,2023-04-20,Poor quality,The quality of the product is disappointing. It's not worth the price.
1348,157,2022-12-05,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
1349,44,2022-11-17,Changed my mind,The product I received was defective. It didn't work properly.
1350,152,2023-03-25,Poor quality,I received the wrong item. It's not what I ordered.
1351,17,2022-11-28,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
1352,28,2023-09-05,Changed my mind,The product I received was defective. It didn't work properly.
1353,30,2022-12-09,Wrong item received,The product I received was defective. It didn't work properly.
1354,128,2023-04-26,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
1355,153,2023-07-04,Defective product,"This product had a defect, and I'm not satisfied with it."
1356,158,2023-03-15,Not as described,The product I received was defective. It didn't work properly.
1357,57,2023-02-07,Not as described,The product I received didn't match the description. It was misleading.
1358,17,2023-08-31,Defective product,I received the wrong item. It's not what I ordered.
1359,52,2023-01-23,Not as described,"This is not what I ordered, and I'd like to get the correct item."
1360,110,2023-02-06,Defective product,"This is not what I ordered, and I'd like to get the correct item."
1361,87,2023-01-04,Defective product,The quality of the product is disappointing. It's not worth the price.
1362,189,2022-10-18,Not as described,I received the wrong item. It's not what I ordered.
1363,174,2022-11-01,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
1364,103,2023-03-07,Not as described,I'm not satisfied with the quality of this product. It's subpar.
1365,84,2023-08-22,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1366,31,2023-02-20,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
1367,176,2023-03-12,Not as described,"This is not what I ordered, and I'd like to get the correct item."
1368,148,2023-07-07,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
1369,140,2023-03-26,Poor quality,The product I received was defective. It didn't work properly.
1370,36,2022-12-25,Not as described,The product I received didn't match the description. It was misleading.
1371,83,2023-04-25,Defective product,The product I received didn't match the description. It was misleading.
1372,55,2023-03-20,Changed my mind,"This product had a defect, and I'm not satisfied with it."
1373,196,2023-03-08,Wrong item received,I expected something different based on the description. Disappointed.
1374,12,2022-11-12,Not as described,"This product had a defect, and I'm not satisfied with it."
1375,152,2023-03-25,Wrong item received,The product I received was defective. It didn't work properly.
1376,45,2023-03-29,Wrong item received,I expected something different based on the description. Disappointed.
1377,86,2023-02-26,Defective product,The product I received was defective. It didn't work properly.
1378,17,2022-10-31,Defective product,I expected something different based on the description. Disappointed.
1379,31,2023-04-13,Not as described,"This is not what I ordered, and I'd like to get the correct item."
1380,71,2022-10-29,Not as described,I expected something different based on the description. Disappointed.
1381,37,2023-08-08,Wrong item received,I expected something different based on the description. Disappointed.
1382,194,2022-11-13,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1383,107,2023-05-23,Wrong item received,The quality of the product is disappointing. It's not worth the price.
1384,44,2023-02-17,Defective product,The product I received didn't match the description. It was misleading.
1385,179,2023-07-16,Wrong item received,The product I received was defective. It didn't work properly.
1386,95,2023-02-19,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
1387,142,2023-03-31,Not as described,I received the wrong item. It's not what I ordered.
1388,43,2022-12-29,Not as described,I expected something different based on the description. Disappointed.
1389,113,2023-05-26,Changed my mind,I received the wrong item. It's not what I ordered.
1390,63,2023-01-09,Poor quality,I received the wrong item. It's not what I ordered.
1391,149,2023-01-06,Wrong item received,"This product had a defect, and I'm not satisfied with it."
1392,11,2022-09-27,Defective product,"This product had a defect, and I'm not satisfied with it."
1393,35,2023-08-16,Changed my mind,The product I received didn't match the description. It was misleading.
1394,26,2023-01-14,Defective product,The product I received didn't match the description. It was misleading.
1395,162,2023-07-29,Defective product,"This is not what I ordered, and I'd like to get the correct item."
1396,157,2023-01-15,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1397,97,2023-01-12,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1398,200,2023-06-14,Wrong item received,"This product had a defect, and I'm not satisfied with it."
1399,41,2023-09-01,Poor quality,I received the wrong item. It's not what I ordered.
1400,5,2023-07-22,Poor quality,The quality of the product is disappointing. It's not worth the price.
1401,125,2023-01-28,Poor quality,I expected something different based on the description. Disappointed.
1402,21,2023-04-19,Changed my mind,The product I received didn't match the description. It was misleading.
1403,2,2023-01-03,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
1404,2,2022-10-17,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1405,46,2023-09-01,Wrong item received,I received the wrong item. It's not what I ordered.
1406,23,2023-05-26,Wrong item received,"This product had a defect, and I'm not satisfied with it."
1407,181,2023-04-21,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
1408,167,2023-02-26,Poor quality,The product I received was defective. It didn't work properly.
1409,152,2023-05-30,Poor quality,The product I received was defective. It didn't work properly.
1410,73,2022-12-29,Wrong item received,I received the wrong item. It's not what I ordered.
1411,107,2023-02-09,Not as described,I received the wrong item. It's not what I ordered.
1412,178,2023-04-17,Defective product,I received the wrong item. It's not what I ordered.
1413,198,2023-02-07,Poor quality,The quality of the product is disappointing. It's not worth the price.
1414,122,2023-03-16,Defective product,The quality of the product is disappointing. It's not worth the price.
1415,178,2022-11-27,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1416,33,2023-01-11,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
1417,53,2023-05-11,Changed my mind,The product I received was defective. It didn't work properly.
1418,37,2023-04-06,Poor quality,I received the wrong item. It's not what I ordered.
1419,164,2023-02-12,Defective product,I received the wrong item. It's not what I ordered.
1420,70,2023-08-30,Changed my mind,I received the wrong item. It's not what I ordered.
1421,134,2023-01-20,Wrong item received,The quality of the product is disappointing. It's not worth the price.
1422,116,2023-04-23,Wrong item received,The quality of the product is disappointing. It's not worth the price.
1423,106,2023-04-15,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1424,62,2023-07-10,Wrong item received,I received the wrong item. It's not what I ordered.
1425,45,2023-08-13,Poor quality,The product I received didn't match the description. It was misleading.
1426,157,2023-01-06,Changed my mind,The product I received was defective. It didn't work properly.
1427,178,2023-08-24,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1428,10,2022-10-31,Wrong item received,"This product had a defect, and I'm not satisfied with it."
1429,153,2022-10-09,Defective product,I received the wrong item. It's not what I ordered.
1430,47,2022-11-17,Not as described,I'm not satisfied with the quality of this product. It's subpar.
1431,184,2023-05-17,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1432,128,2023-08-13,Not as described,The quality of the product is disappointing. It's not worth the price.
1433,157,2022-10-30,Wrong item received,"This product had a defect, and I'm not satisfied with it."
1434,23,2023-04-17,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1435,161,2023-03-10,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1436,78,2023-03-25,Not as described,"This is not what I ordered, and I'd like to get the correct item."
1437,90,2023-04-19,Poor quality,The product I received was defective. It didn't work properly.
1438,108,2022-09-24,Not as described,"This is not what I ordered, and I'd like to get the correct item."
1439,2,2022-12-19,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
1440,143,2022-09-28,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
1441,61,2023-07-13,Poor quality,I received the wrong item. It's not what I ordered.
1442,50,2023-03-13,Wrong item received,I received the wrong item. It's not what I ordered.
1443,31,2023-07-09,Not as described,The product I received was defective. It didn't work properly.
1444,136,2023-01-20,Changed my mind,The product I received didn't match the description. It was misleading.
1445,25,2023-01-26,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
1446,159,2023-03-31,Wrong item received,The product I received didn't match the description. It was misleading.
1447,93,2022-11-18,Changed my mind,I received the wrong item. It's not what I ordered.
1448,195,2023-04-08,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
1449,139,2022-12-19,Not as described,I received the wrong item. It's not what I ordered.
1450,130,2022-10-24,Poor quality,The product I received didn't match the description. It was misleading.
1451,57,2023-08-28,Not as described,The quality of the product is disappointing. It's not worth the price.
1452,119,2023-05-17,Changed my mind,I expected something different based on the description. Disappointed.
1453,198,2023-06-04,Defective product,I'm not satisfied with the quality of this product. It's subpar.
1454,161,2023-04-11,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
1455,169,2022-09-18,Not as described,I'm not satisfied with the quality of this product. It's subpar.
1456,54,2022-12-26,Not as described,I received the wrong item. It's not what I ordered.
1457,71,2022-12-06,Not as described,I expected something different based on the description. Disappointed.
1458,14,2023-01-16,Not as described,"Unfortunately, I decided I didn't need this product anymore."
1459,50,2022-12-11,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
1460,29,2023-01-11,Wrong item received,I received the wrong item. It's not what I ordered.
1461,39,2023-04-02,Defective product,"Unfortunately, I decided I didn't need this product anymore."
1462,176,2023-02-19,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
1463,122,2022-12-09,Wrong item received,The product I received didn't match the description. It was misleading.
1464,128,2023-07-08,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
1465,46,2023-08-31,Not as described,I expected something different based on the description. Disappointed.
1466,41,2023-08-06,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
1467,172,2023-09-11,Poor quality,The product I received was defective. It didn't work properly.
1468,12,2023-03-01,Defective product,I received the wrong item. It's not what I ordered.
1469,14,2023-05-22,Defective product,I expected something different based on the description. Disappointed.
